,timestamp,value,label,KPI ID
107717,1469376000,0.8473002740000001,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107718,1469376300,-0.036137314,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107719,1469376600,0.074292384,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107720,1469376900,0.074292384,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107721,1469377200,-0.036137314,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107722,1469377500,0.184722083,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107723,1469377800,-0.036137314,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107724,1469378100,0.184722083,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107725,1469378400,0.074292384,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107726,1469378700,-0.036137314,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107727,1469379000,-0.036137314,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107728,1469379300,-0.036137314,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107729,1469379600,-0.256996711,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107730,1469379900,-0.256996711,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107731,1469380200,-0.36742641,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107732,1469380500,-0.36742641,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107733,1469380800,-0.036137314,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107734,1469381100,-0.36742641,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107735,1469381400,-0.146567013,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107736,1469381700,-0.36742641,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107737,1469382000,-0.477856108,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107738,1469382300,-0.477856108,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107739,1469382600,-0.477856108,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107740,1469382900,-0.477856108,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107741,1469383200,-0.477856108,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107742,1469383500,-0.588285807,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107743,1469383800,-0.809145204,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107744,1469384100,-0.809145204,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107745,1469384400,-0.698715505,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107746,1469384700,-0.698715505,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107747,1469385000,-0.809145204,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107748,1469385300,-0.809145204,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107749,1469385600,-0.36742641,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107750,1469385900,-0.698715505,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107751,1469386200,-0.919574903,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107752,1469386500,-0.919574903,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107753,1469386800,-0.919574903,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107754,1469387100,-0.809145204,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107755,1469387400,-1.1404343,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107756,1469387700,-0.919574903,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107757,1469388000,-1.1404343,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107758,1469388300,-1.1404343,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107759,1469388600,-1.1404343,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107760,1469388900,-1.1404343,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107761,1469389200,-1.030004601,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
107762,1469389500,-1.250863998,0,e0747cad-8dc8-38a9-a9ab-855b61f5551d
